# $r で改行。" は入力できない、理由はスペースに意味のある文字列があるので
# わかりやすくするため。
# excel で編集すると " が消えてしまう為 excel で編集しないこと。

# クライアントデータのコードページ番号
CLIENT_DATA_CODE_PAGE,"932"
GAME_SYS_TIP_D_2_2,"プレーヤー露店のアイコン表示・非表示の設定です。"
GAME_SYS_TIP_D_2_3,"リングエンブレムの表示の設定です。"
GAME_SYS_TIP_D_2_4,"パーティー名、リング名の表示の設定です。"
GAME_SYS_TIP_D_2_5,"パートナーの発言のログ出力の設定です。"
GAME_SYS_TIP_D_2_6,"処理速度に余裕がある場合CPU負荷を軽くすることができます。"
GAME_SYS_TIP_D_2_7,"遠くのポリゴンのチラつきを防ぎます。"
GAME_SYS_TIP_D_2_8,"カーソルの更新頻度を下げて処理を軽くすることができます。"
GAME_SYS_TIP_D_2_9,"飛空庭のひもの表示の設定です。非表示にしても$r自分のキャラクターのひもは必ず表示されます。"
GAME_SYS_TIP_D_2_10,"スキル等のエフェクトによる画面のゆれを無効にします。"
GAME_SYS_TIP_D_2_11,"非戦闘状態でも武器を表示するようにします。"
GAME_SYS_TIP_D_2_12,"NPC、ゴーレム、プレーヤー露店の試着ボタンの表示・非表示を設定します。"
GAME_SYS_TIP_D_2_13,"称号の表示の設定です。"
GAME_SYS_TIP_D_3_0,"画面全体をゆがませる効果の設定です。"
GAME_SYS_TIP_D_3_1,"自分のキャラクターに表示されるEPバーの表示・非表示の設定です。"
GAME_SYS_TIP_D_3_2,"イベントナビゲーションマーカーの設定です。"
GAME_SYS_TIP_D_3_3,"NPCに話しかけた時に表示される画像の表示・非表示の設定です。"
GAME_SYS_TIP_D_3_4,"会話ウィンドウのフレームの設定です。"
GAME_SYS_TIP_D_3_5,"UIレイアウトの設定です。"
GAME_SYS_TIP_D_3_6,"パートナー装備した時、かんたんAI設定の表示・非表示の設定です。"
GAME_SYS_TIP_D_3_7,"キャラクターモデルの簡易表示の設定です。"
GAME_SYS_TIP_D_3_8,""
GAME_SYS_TIP_D_3_9,""
GAME_SYS_TIP_D_3_10,""
GAME_SYS_TIP_D_3_11,"ローディング時モデル表示の設定です。"
GAME_SYS_TIP_D_3_12,"パートナーの発言時に出る吹き出しの表示・非表示の設定です。"
GAME_SYS_TIP_D_3_13,"パートナーの発言のログウィンドウへの表示・非表示の設定です。"
GAME_SYS_TIP_D_3_14,"ダメージ関係の数値をログに表示"
GAME_SYS_TIP_D_3_15,"バックグラウンドローディング機能の設定です。"
GAME_SYS_TIP_D_3_16,"憑依中のパートナーの表示・非表示の設定です。"
GAME_SYS_TIP_D_3_17,"憑依中のパートナーの取得した経験値と信頼度ログの表示・非表示の設定です。"
GAME_SYS_TIP_D_3_18,"エモーションアイコンにカーソルを合わせた際、プレビューを再生します。"


GAME_SYS_TIP_O_0_0,"戦闘時、自動的に攻撃させる設定です。$r「シングルクリック」は一回のクリックで自動戦闘に切り替わるようになります。"
GAME_SYS_TIP_O_0_1,"右クリック時のカメラの動き方の設定です。$r「A」は右クリックして動かした分のみカメラを動かします。$r「B」は右クリックしている間カメラを動かし続けます。"
GAME_SYS_TIP_O_0_2,"マウスの右をダブルクリックした時のカメラの向きを設定します。"
GAME_SYS_TIP_O_0_3,"メッセージ受信時に自動的に別ウィンドウを作成するか、ログウィンドウに表示するかの設定です。$r入力欄にて「ウ」を押してから$r名前[半角スペース]メッセージ$rでも送信出来ます。"
GAME_SYS_TIP_O_0_4,"ウィンドウの配置を補助する設定です。"
GAME_SYS_TIP_O_0_5,"左クリックを一定時間押した時、キャラクターを自動移動に切り替える設定です。"
GAME_SYS_TIP_O_0_6,"キャラクターやNPCにカーソルを合わせやすくする設定です。$rShiftキーを押すと一時的に解除されます。"
GAME_SYS_TIP_O_0_7,"ウィンドウの表示位置を初期位置に戻します。"
GAME_SYS_TIP_O_0_8,"情報ウィンドウの表示位置を切り替えます。"
GAME_SYS_TIP_O_0_9,"情報ウィンドウを表示する対象を設定します。"
GAME_SYS_TIP_O_0_10,"合成系のスキルを必ず自分に対して使用するか$r対象を選択するかの設定です。"
GAME_SYS_TIP_O_0_11,"視点解除マップにおいて従来と同じカメラモードにします。"
GAME_SYS_TIP_O_0_12,"所持アイテムを地面に置くときに確認メッセージを出します。$r飛空庭では必ず確認メッセージが出ます。"
GAME_SYS_TIP_O_0_13,"エンシェントアークにおいて、NPC会話のログウィンドウへの表示・非表示の設定です。"
GAME_SYS_TIP_O_0_14,"Ctrl + C で選択中の文字列をコピーできるようにします。"
GAME_SYS_TIP_O_0_15,"Ctrl + X で選択中の文字列を切り取りできるようにします。"
GAME_SYS_TIP_O_0_16,"憑依ドロップアイテムを右クリック時にアイテム情報ウィンドウと憑依情報ウィンドウを表示する機能設定です。"
GAME_SYS_TIP_O_0_17,"エンシェントアークにおいて、常に最新のNPC会話を表示するようにします。"
GAME_SYS_TIP_O_0_18,"エンシェントアークにおいて、NPC会話ウインドウ非表示中に会話が追加された時、会話ウインドウを自動で表示するようにします"
GAME_SYS_TIP_O_0_20,"飛空庭に家具を配置する際、家具同士の当たり判定を有効にします"

GAME_SYS_TIP_O_1_0,"パーティーメンバーの情報ウィンドウを自動的に開く設定です。"
GAME_SYS_TIP_O_1_1,"チャットルームに入室した時とチャットルーム発言を受け取った時、$r自動的にチャットルームウィンドウを開きます。"
GAME_SYS_TIP_O_1_2,"使用中のエクストラアイテムの効果が切れた場合、維持して購入、利用するかを確認するウィンドウが表示されます。"
GAME_SYS_TIP_O_1_3,"職業チャットのログをchat2フォルダに保存する・しないを設定します。"
GAME_SYS_TIP_O_1_4,"特定のマップチェンジ後、カメラ位置がキャラクターの正面になります。"

GAME_SYS_TIP_S_0_0,"サウンドエフェクトのON・OFFです。"
GAME_SYS_TIP_S_0_1,"バックグラウンドミュージックのON・OFFです。"
GAME_SYS_TIP_S_0_2,"サウンドエフェクトの音量の設定です。"
GAME_SYS_TIP_S_0_3,"バックグラウンドミュージックの音量の設定です。"
GAME_SYS_TIP_S_0_4,"音声のON・OFFです。"
GAME_SYS_TIP_S_0_5,"音声の音量の設定です。"

GAME_SYS_TIP_SNS_0_0,"SNS連携を有効にします。"
GAME_SYS_TIP_SNS_0_1,"SNS投稿ウインドウを開く際に注意文を表示します。"
GAME_SYS_TIP_SNS_0_2,"連携有効時のSSに表示する項目を設定します。"
GAME_SYS_TIP_SNS_0_3,"自身のキャラクター名を表示します。"
GAME_SYS_TIP_SNS_0_4,"各種チャットを表示します。"
GAME_SYS_TIP_SNS_0_5,"露店コメントを表示します。"
GAME_SYS_TIP_SNS_0_6,"ゴーレムショップコメントを表示します。"
GAME_SYS_TIP_SNS_0_7,"看板コメントを表示します。"
GAME_SYS_TIP_SNS_0_8,"リングエンブレムを表示します。"
GAME_SYS_TIP_SNS_0_9,"各種ウインドウを表示します。"
GAME_SYS_TIP_SNS_0_10,"動画撮影機能を有効にします。"

# トレードウィンドウ
GAME_TRADE_TITLE,"トレード"
GAME_TRADE_MONEY," %9dＧ"
GAME_TRADE_CANT_EVENT_ITEM,"イベントアイテムは取引できません"
GAME_TRADE_REQ,"%sさんからトレード要請が来ています"
GAME_TRADE_ERROR_UNIT,"ユニットに設定されているアイテムが含まれています"

# 倉庫
GAME_WARE_TITLE,"倉庫"
GAME_WARE_TRANSPORT,"搬送先"
GAME_WARE_SELECT_TITLE,"搬送したいアイテムを選択して下さい"
GAME_WARE_NAME_0,"アクロポリスシティ"
GAME_WARE_NAME_1,"ファーイースト国境駐在員"
GAME_WARE_NAME_2,"アイアンサウス国境駐在員"
GAME_WARE_NAME_3,"ノーザン国境駐在員"
GAME_WARE_NAME_4,"廃炭鉱キャンプ"
GAME_WARE_NAME_5,"モーグシティ"
GAME_WARE_NAME_6,"アイアンサウス連邦"
GAME_WARE_NAME_7,"ノーザン王国"
GAME_WARE_NAME_8,"トンカシティ"
GAME_WARE_NAME_9,"マーメイドのすみか"
GAME_WARE_NAME_10,"マイマイキャンプ"
GAME_WARE_NAME_11,""
GAME_WARE_NAME_12,"ファーイースト共和国"
GAME_WARE_NAME_13,"天まで続く塔の島"
GAME_WARE_NAME_14,"ウェストフォート"
GAME_WARE_NAME_15,"ECOタウン"
GAME_WARE_NAME_16,"エル・シエル"
GAME_WARE_NAME_17,"カーマインブリック"
GAME_WARE_NAME_100,"小さな倉庫"
GAME_WARE_NAME_101,"小さな倉庫（課金）"
GAME_WARE_NAME_102,"大きな倉庫（課金）"
GAME_WARE_NAME_110,"お得意様倉庫"
GAME_WARE_NAME_ERRSTR,"クライアント未対応のIDです。"
GAME_WARE_CANT_KEEP_OVER,"これ以上倉庫に預けることはできません"
GAME_WARE_HELP,"全ての場所の倉庫で%d種までです"
GAME_WARE_SEND_ERR,"一度に搬送できるのは100種類までです"
GAME_WARE_FAILED_MOVE_ITEM,"アイテム移動に失敗しました"
GAME_WARE_FILTER,"フィルター"
GAME_WARE_OTHERWARE,"他の倉庫"
GAME_WARE_WEAPON,"武器"
GAME_WARE_ARMOR,"防具"
GAME_WARE_SUPPLIES,"消耗品"
GAME_WARE_OTHER,"その他"
GAME_WARE_SLOT,"スロット無"
GAME_WARE_SORT,"ソート"
GAME_WARE_FILTER_TITLE,"倉庫フィルター"
GAME_WARE_CHARGEITEM_NO_MOVE,"使用済み日数制限付きアイテムは倉庫に預けることはできません"
GAME_WARE_BANK_TAG,"預けている金額"

# アイテム納品ウィンドウ
GAME_ITEM_DELIVERY_WNDCAPTION,"アイテム納品"
GAME_ITEM_DELIVERY_TITLE,"納品アイテム"
GAME_ITEM_DELIVERY_MATERIALPOINT_STR,"マテリアルポイント"
GAME_ITEM_DELIVERY_MATERIALPOINT,"%dＰ"
GAME_ITEM_DELIVERY_ERRLOG,"アイテム納品に失敗しました。"
GAME_ITEM_DELIVERY_FULLPOINTERRMSG,"所持マテリアルポイントが上限に達しています。"
GAME_ITEM_DELIVERY_WARNING,"マテリアルポイントが所持上限%dPを超えた場合でも、アイテムは全て納品されますがよろしいですか？"

# 掲示板
GAME_BBS_TITLE,"掲示板"
GAME_BBS_INPUT_WND_TITLE,"掲示板入力ウィンドウ"
GAME_BBS_GOLD,"Ｇ"
GAME_BBS_POINT,"Ｐ"
GAME_BBS_ECOIN,"e"
GAME_BBS_CONTRIBUTE_SUCCEED,"投稿しました"
GAME_BBS_CONTRIBUTE_FAILED,"投稿に失敗しました"
GAME_BBS_SHORT_MONEY,"お金が足りません"
GAME_BBS_FILE_MIN,"投稿内容の文字数が足りません"
GAME_BBS_UPDATE_LIMITED,"投稿回数が制限に達したため失敗しました"

# 露店
GAME_STALL_SELLTITLE,"マーチャント露店"

# 募集ウィンドウ
GAME_RECRUIT_TITLE,"募集コメントリスト"
GAME_RECRUIT_SET_TITLE,"募集コメント登録"
GAME_RECRUIT_TYPETEXT,"募集項目"
GAME_RECRUIT_TYPE_0,"パーティー"
GAME_RECRUIT_TYPE_1,"アイテム"
GAME_RECRUIT_TYPE_2,"情報"
GAME_RECRUIT_TYPE_3,"師弟"
GAME_RECRUIT_TYPE_4,"チャットルーム"
GAME_RECRUIT_PAGE,"%d/%d"
GAME_RECRUIT_POINT,"…"
GAME_RECRUIT_DEL_ERR,"募集コメントの削除に失敗しました"
GAME_RECRUIT_ADD_ERR,"募集コメントの登録に失敗しました"
GAME_RECRUIT_ADD_ERR2,"このマップでは募集コメントに登録できません"
GAME_RECRUIT_DEL_SUCCESS,"募集コメントを削除しました"
GAME_RECRUIT_ADD_SUCCESS,"募集コメントに登録しました"
GAME_RECRUIT_ERR_0,"参加要請中です"
GAME_RECRUIT_ERR_1,"パーティーサーバーとの接続に失敗しました"
GAME_RECRUIT_ERR_2,"パーティー参加要請を断られました"
GAME_RECRUIT_ERR_3,"要請をしたパーティーは満員です"
GAME_RECRUIT_ERR_4,"パーティー要請をした相手がオフライン中です"
GAME_RECRUIT_ERR_5,"パーティー参加中に要請はできません"
GAME_RECRUIT_ERR_6,"自分にパーティー申請はできません"
GAME_RECRUIT_ERR_7,"募集コメントの登録が消えています"
GAME_RECRUIT_NAME_PT,"%s(%d)"
GAME_RECRUIT_CHATROOM_ENTER_NUM,"人参加中"
GAME_RECRUIT_NEED_PSW,"パスワードが必要です"

# 募集ミニゲームウィンドウ
GAME_MINIGAMEREC_TITLE,"募集ミニゲームリスト"
GAME_MINIGAMEREC_TYPETEXT,"募集項目"

GAME_MINIGAMEWND_BATTLENUM,"     %d戦目"
GAME_MINIGAMEWND_ECOIN,"ecoin %d
GAME_MINIGAMEWND_TIMECOUNT,"あと%d秒"
GAME_MINIGAMEWND_NOTSTART,"まだ開始できません"


GAME_MINIGAMEREC_TYPE_0,"大富豪"
GAME_MINIGAMEREC_TYPE_1,"ポーカー"

GAME_MINIGAMEREC_STR_0,"ルーム名"
GAME_MINIGAMEREC_STR_1,"ルール"

GAME_MINIGAMEREC_PAGE,"%d/%d"
GAME_MINIGAMEREC_DEL_ERR,"募集コメントの削除に失敗しました"
GAME_MINIGAMEREC_DEL_SUCCESS,"募集コメントの削除に失敗しました"
GAME_MINIGAMEREC_ADD_ERR,"募集コメントの削除に失敗しました"
GAME_MINIGAMEREC_ADD_SUCCESS,"募集コメントの削除に失敗しました"
GAME_MINIGAMEREC_NEED_PSW,"パスワードが必要です"
GAME_MINIGAMEREC_SET_TITLE,"募集ミニゲーム登録"

# 募集ミニゲーム設定ウィンドウ
GAME_MINIGAMERECSET_TYPE_0,"ルーム名"
GAME_MINIGAMERECSET_TYPE_1,"コメント"
GAME_MINIGAMERECSET_TYPE_2,"パスワード（半角英数8文字まで）"
GAME_MINIGAMERECSET_TYPE_3,"参加人数"
GAME_MINIGAMERECSET_TYPE_4,"対戦回数"
GAME_MINIGAMERECSET_TYPE_5,"ルール設定"
GAME_MINIGAMERECSET_TYPE_6,"消費枚数"

GAME_MINIGAMERECSET_RULE_0,"あがり禁止カード"
GAME_MINIGAMERECSET_RULE_1,"8切り"
GAME_MINIGAMERECSET_RULE_2,"階段"
GAME_MINIGAMERECSET_RULE_3,"しばり"
GAME_MINIGAMERECSET_RULE_4,"都落ち(対戦回数3から有効)"

#ミニゲーム確認ウィンドウ
GAME_MINIGAMECHK_RULE,"ルール確認"
#ミニゲームチャットウィンドウ
# チャットルーム
GAME_MINIGAME_CHATROOM_LEAVE,"ミニゲームチャットルームから退室します"
GAME_MINIGAME_CHATROOM_NOT_IN,"ミニゲームチャットルームに入室していません"
GAME_MINIGAME_CHATROOM_INPUT_PWD,"パスワードを入力してください"
GAME_MINIGAME_CHATROOM_JOINNUM," (%d人参加中)"
GAME_MINIGAME_CHATROOM_LEAVE_POSSIBLE,"退出できます"
GAME_MINIGAME_CHATROOM_ADMIN_GET,"ミニゲームチャットルームの管理権限が与えられました"
GAME_MINIGAME_CHATROOM_START,"ミニゲームを開始します"

GAME_MINIGAME_ERRLOG_1,"ゲーム開始に失敗しました"
GAME_MINIGAME_ERRLOG_2,"エントリーに失敗しました"
GAME_MINIGAME_ERRLOG_3,"交換に失敗しました"
GAME_MINIGAME_ERRLOG_4,"手札を出すのに失敗しました"
GAME_MINIGAME_ERRLOG_20,"ミニゲーム参加者ではありません"
GAME_MINIGAME_ERRLOG_21,"プレイヤー人数が足りません"
GAME_MINIGAME_ERRLOG_22,"エントリー済み"
GAME_MINIGAME_ERRLOG_23,"手札が出せるプレイヤーではありません"
GAME_MINIGAME_ERRLOG_24,"ecoinが足りません"
GAME_MINIGAME_ERRLOG_25,"ECOタウンにいません"


GAME_MINIGAME_TRADENOW,"カード交換中"
GAME_MINIGAME_TRADE_PLAY,"交換するカードを%d枚選んでください"
GAME_MINIGAME_TRADE_WAIT,"しばらくお待ちください"
GAME_MINIGAME_PLAYEND,"ゲームを終了しますか？"

# ログウィンドウ
GAME_LOG_TITLE,"ログ"
GAME_LOG_TOK,"："
GAME_LOG_NOT_FOUND_ADDR,"%sさんを見つけられませんでした。"
GAME_LOG_POSSESSED,"[%s]に憑依されました"
GAME_LOG_REMOVE_POSSESS_EQUIP,"[%s]の憑依装備が解除されました"
GAME_LOG_REMOVE_RIDE,"[%s]の憑依が解除されました"
GAME_LOG_CANCELED_LOGOUT,"ログアウトがキャンセルされました"
GAME_LOG_LINECHAT_TITLE,"ラインチャット"
GAME_LOG_REMAINS_LOGOUT,"ログアウトまで残り"
GAME_LOG_SEC,"秒"
GAME_LOG_ITEMFILTER_ON,"アイテムウィンドウに表示フィルターが適用されています"
GAME_LOG_PPROOM_NOT_IN,"ルームに入っていません"

# キャラクタ選択
GAME_CHRSEL_INPUT_DEL_KEY,"削除キーを入力してください"
GAME_CHRSEL_DIFF_DEL_KEY,"キャラ削除キーが違います"
GAME_CHRSEL_TITLE,"キャラクター選択"
# 09_10_15 ↓	キャラ選択のDEM専用枠	"For ～"で'～のために'
GAME_CHRSEL_FORDEM, "ＤＥＭ専用"
# 09_10_15 ↑

# キャラクタ作成
GAME_CHRMAKE_TITLE,"キャラクター作成"
GAME_CHRMAKE_RACE_CHARACTERISTIC,"種族特性"
GAME_CHRMAKE_NAME_MIN_ERR,"キャラクター名は半角2文字または全角2文字以上必要です"
GAME_CHRMAKE_SEX_MALE,"男性"
GAME_CHRMAKE_SEX_FEMALE,"女性"
GAME_CHRMAKE_SEX_MALE2,"< 男 >"
GAME_CHRMAKE_SEX_FEMALE2,"< 女 >"
GAME_CHRMAKE_COMMENT_MALE,"男女によって、専用装備があります"
GAME_CHRMAKE_COMMENT_FEMALE,"男女によって、専用装備があります"
GAME_CHRMAKE_SAMPLE_TAG,"サンプルキャラクター"
GAME_CHRMAKE_SAMPLE,"このキャラクターは$rサンプルキャラクターです。$rゲームを進行したり、課金アイテムを使うことで実現することが$rできます。"

GAME_CHRMAKE_FACE_1,"顔１"
GAME_CHRMAKE_FACE_2,"顔２"
GAME_CHRMAKE_FACE_3,"顔３"
GAME_CHRMAKE_FACE_4,"顔４"
GAME_CHRMAKE_FACE_5,"顔５"
GAME_CHRMAKE_FACE_6,"顔６"
GAME_CHRMAKE_FACE_7,"顔７"
GAME_CHRMAKE_FACE_8,"顔８"
GAME_CHRMAKE_FACE_9,"顔９"
GAME_CHRMAKE_FACE_10,"顔１０"
GAME_CHRMAKE_FACE_11,"顔１１"
GAME_CHRMAKE_FACE_12,"顔１２"
GAME_CHRMAKE_FACE_13,"顔１３"
GAME_CHRMAKE_FACE_14,"顔１４"
GAME_CHRMAKE_FACE_15,"顔１５"
GAME_CHRMAKE_FACE_16,"顔１６"
GAME_CHRMAKE_FACE_17,"顔１７"
GAME_CHRMAKE_FACE_18,"顔１８"
GAME_CHRMAKE_FACE_19,"顔１９"
GAME_CHRMAKE_FACE_20,"顔２０"
GAME_CHRMAKE_FACE_NEW,"顔%d"

GAME_CHRMAKE_HAIR_M1,"スキンヘッド"
GAME_CHRMAKE_HAIR_M2,"クルーカット"
GAME_CHRMAKE_HAIR_M3,"ナチュラル"
GAME_CHRMAKE_HAIR_M4,"ワイルド"
GAME_CHRMAKE_HAIR_M5,"ボーイズ"
GAME_CHRMAKE_HAIR_M6,"コンサバティブ"
GAME_CHRMAKE_HAIR_M7,"ロング"
GAME_CHRMAKE_HAIR_M8,"オールバック"
GAME_CHRMAKE_HAIR_M9,"ワンレングス"
GAME_CHRMAKE_HAIR_REFINE_M0,"リファインナチュラル"
GAME_CHRMAKE_HAIR_REFINE_M1,"リファインボーイズ"
GAME_CHRMAKE_HAIR_REFINE_M2,"リファインコンサバティブ"
GAME_CHRMAKE_HAIR_REFINE_M3,"リファインワンレングス"
GAME_CHRMAKE_HAIR_REFINE_M4,"リファインワイルド"
GAME_CHRMAKE_HAIR_REFINE_M5,"リファインオールバック"
GAME_CHRMAKE_HAIR_REFINE_M6,"リファインロング"
GAME_CHRMAKE_HAIR_REFINE_M8,"リファインクルーカット"
GAME_CHRMAKE_HAIR_F1,"ベリーショート"
GAME_CHRMAKE_HAIR_F2,"ショート"
GAME_CHRMAKE_HAIR_F3,"セミロング"
GAME_CHRMAKE_HAIR_F4,"レイヤー"
GAME_CHRMAKE_HAIR_F5,"アンティーク"
GAME_CHRMAKE_HAIR_F6,"ロング"
GAME_CHRMAKE_HAIR_F7,"外巻きヘア"
GAME_CHRMAKE_HAIR_F8,"内巻きヘア"
GAME_CHRMAKE_HAIR_F9,"ナチュラル"
GAME_CHRMAKE_HAIR_REFINE_F0,"リファインナチュラル"
GAME_CHRMAKE_HAIR_REFINE_F1,"リファインアンティーク"
GAME_CHRMAKE_HAIR_REFINE_F2,"リファインレイヤー"
GAME_CHRMAKE_HAIR_REFINE_F3,"リファインショート"
GAME_CHRMAKE_HAIR_REFINE_F4,"リファイン外巻きヘア"
GAME_CHRMAKE_HAIR_REFINE_F5,"リファイン内巻きヘア"
GAME_CHRMAKE_HAIR_REFINE_F6,"リファインセミロング"
GAME_CHRMAKE_HAIR_REFINE_F7,"リファインロング"
GAME_CHRMAKE_HAIR_REFINE_F8,"リファインベリーショート"

GAME_CHRMAKE_HAIRCL_01,"チェリーレッド"
GAME_CHRMAKE_HAIRCL_02,"ジェードパープル"
GAME_CHRMAKE_HAIRCL_03,"ブルー"
GAME_CHRMAKE_HAIRCL_04,"アイスブルー"
GAME_CHRMAKE_HAIRCL_05,"グリーン"
GAME_CHRMAKE_HAIRCL_06,"ライトグリーン"
GAME_CHRMAKE_HAIRCL_07,"キャンディーイエロー"
GAME_CHRMAKE_HAIRCL_08,"オレンジ"
GAME_CHRMAKE_HAIRCL_09,"マットブラック"
GAME_CHRMAKE_HAIRCL_10,"ダルグレー"
GAME_CHRMAKE_HAIRCL_11,"シルバー"
GAME_CHRMAKE_HAIRCL_12,"モイストシルバー"
